,Date,Open,High,Low,Close,Adj Close,Volume
0,1970-01-01 00:00:00.000000000,125.411087,127.122368,125.095604,126.625237,81.314735,6438444
1,1970-01-01 00:00:00.000000001,125.889099,126.051628,124.378586,125.095604,80.332451,7156104
2,1970-01-01 00:00:00.000000002,124.933075,125.707458,124.101341,124.282982,79.810623,5863144
3,1970-01-01 00:00:00.000000003,124.158699,124.521988,123.240921,123.852776,79.534355,6109268
4,1970-01-01 00:00:00.000000004,123.393883,125.162521,123.374763,125.095604,80.332451,4390271
5,1970-01-01 00:00:00.000000005,125.296364,125.296364,123.011475,123.785851,79.491371,5993998
6,1970-01-01 00:00:00.000000006,123.355644,125.554497,123.326958,124.770554,80.123688,8453249
7,1970-01-01 00:00:00.000000007,124.65583,125.353729,123.479927,124.502869,79.951813,6752348
8,1970-01-01 00:00:00.000000008,124.808792,126.873802,124.196938,126.491394,81.228783,7438943
9,1970-01-01 00:00:00.000000009,126.223709,127.045891,125.32505,125.984703,80.903419,8885142
10,1970-01-01 00:00:00.000000010,125.841301,128.346085,125.774376,128.240921,82.352303,14556345
11,1970-01-01 00:00:00.000000011,124.722755,125.382408,123.27916,124.521988,79.964096,15896585
12,1970-01-01 00:00:00.000000012,124.732315,124.942642,122.428299,123.326958,79.196678,10050596
13,1970-01-01 00:00:00.000000013,123.011475,123.221794,119.856598,119.980881,77.047943,10552676
14,1970-01-01 00:00:00.000000014,120.774376,121.309753,120.181641,120.573616,77.428574,6002471
15,1970-01-01 00:00:00.000000015,120.382408,122.131927,119.894836,120.219887,77.201416,7463524
16,1970-01-01 00:00:00.000000016,120.286804,121.376671,119.541107,120.774376,77.557495,9120283
17,1970-01-01 00:00:00.000000017,121.443596,121.453156,117.638626,118.307838,75.973564,10064821
18,1970-01-01 00:00:00.000000018,118.852776,119.502869,116.5392,117.007645,75.138626,12103475
19,1970-01-01 00:00:00.000000019,117.810707,119.45507,117.380501,119.187378,76.538361,7576073
20,1970-01-01 00:00:00.000000020,119.302101,120.277245,118.499046,120.00956,77.066368,6171295
21,1970-01-01 00:00:00.000000021,119.65583,120.52581,119.569794,120.133842,77.146156,4369247
22,1970-01-01 00:00:00.000000022,119.684509,119.923515,117.495216,117.59082,75.513115,9546737
23,1970-01-01 00:00:00.000000023,117.629066,118.27916,116.472275,118.087952,75.832375,9013382
24,1970-01-01 00:00:00.000000024,117.734222,117.801147,116.38623,116.520073,75.160164,5981551
25,1970-01-01 00:00:00.000000025,117.25621,118.738052,117.07457,117.791588,75.98037,6322547
26,1970-01-01 00:00:00.000000026,117.533463,118.212234,116.835564,117.40918,75.733673,5459179
27,1970-01-01 00:00:00.000000027,117.189293,118.738052,116.692162,118.288719,76.301033,5323094
28,1970-01-01 00:00:00.000000028,117.60038,118.594643,116.261948,118.546844,76.467545,8386514
29,1970-01-01 00:00:00.000000029,119.416824,119.722755,118.652008,119.722755,77.226059,7089056
30,1970-01-01 00:00:00.000000030,119.980881,120.965584,119.703636,120.774376,77.904381,6095460
31,1970-01-01 00:00:00.000000031,120.583176,122.370934,120.458893,122.189293,78.817039,5780091
32,1970-01-01 00:00:00.000000032,121.749519,122.428299,121.290634,121.596558,78.434723,6593043
33,1970-01-01 00:00:00.000000033,121.701721,121.826004,120.755257,121.271507,78.22506,3983273
34,1970-01-01 00:00:00.000000034,120.917786,122.045891,120.458893,120.898659,77.984558,4803127
35,1970-01-01 00:00:00.000000035,121.434036,122.629066,121.233269,121.978966,78.681374,5001972
36,1970-01-01 00:00:00.000000036,120.506691,121.644356,120.047798,121.481834,78.360741,5919000
37,1970-01-01 00:00:00.000000037,121.424477,122.370934,121.166351,121.567879,78.416222,5004273
38,1970-01-01 00:00:00.000000038,121.892921,123.164436,121.864243,122.915871,79.285713,4788274
39,1970-01-01 00:00:00.000000039,123.040154,123.413002,121.5392,121.816444,78.57653,6289912
40,1970-01-01 00:00:00.000000040,122.112808,122.39006,121.108986,121.300194,78.243553,6683940
41,1970-01-01 00:00:00.000000041,121.481834,121.481834,119.952202,121.147224,78.144867,6309786
42,1970-01-01 00:00:00.000000042,121.577438,121.940727,121.453156,121.653923,78.471718,6422649
43,1970-01-01 00:00:00.000000043,121.472275,121.892921,120.803062,120.850861,77.953735,6484468
44,1970-01-01 00:00:00.000000044,120.717018,120.736137,119.694077,120.028679,77.423378,7875125
45,1970-01-01 00:00:00.000000045,120.449333,120.803062,119.703636,120.095604,77.466568,7234345
46,1970-01-01 00:00:00.000000046,120.181641,122.189293,120.181641,121.988525,78.687569,8286621
47,1970-01-01 00:00:00.000000047,122.284897,122.724663,121.902489,122.313576,78.897217,5407297
48,1970-01-01 00:00:00.000000048,121.797325,122.695984,121.682602,122.208412,78.829391,4704594
49,1970-01-01 00:00:00.000000049,122.370934,123.212234,121.845123,123.011475,79.347389,6417105
50,1970-01-01 00:00:00.000000050,123.231361,123.26004,121.759079,122.141495,78.786247,6640426
51,1970-01-01 00:00:00.000000051,121.854683,123.087952,121.845123,122.734222,79.168549,5182302
52,1970-01-01 00:00:00.000000052,122.093689,123.26004,121.20459,122.093689,78.755394,11238538
53,1970-01-01 00:00:00.000000053,121.520073,122.74379,121.003822,122.351814,78.921906,5911887
54,1970-01-01 00:00:00.000000054,122.313576,123.738052,122.026772,123.680687,79.77906,6253511
55,1970-01-01 00:00:00.000000055,122.973228,124.235184,122.820267,122.877632,79.261055,6976088
56,1970-01-01 00:00:00.000000056,123.671127,124.980881,123.451241,123.556404,79.698898,7952947
57,1970-01-01 00:00:00.000000057,123.26004,124.072655,123.059273,123.575523,79.711243,5806137
58,1970-01-01 00:00:00.000000058,123.61377,124.235184,122.619499,122.93499,79.298073,4856578
59,1970-01-01 00:00:00.000000059,123.231361,123.451241,122.60994,123.107079,79.409073,3584224
60,1970-01-01 00:00:00.000000060,122.59082,123.087952,122.036331,122.60994,79.088379,5130421
61,1970-01-01 00:00:00.000000061,123.27916,123.623329,121.940727,122.60994,79.088379,5209603
62,1970-01-01 00:00:00.000000062,122.734222,124.091782,122.504784,123.661568,79.766739,4308160
63,1970-01-01 00:00:00.000000063,123.021034,123.61377,122.418739,123.26004,79.507744,4106910
64,1970-01-01 00:00:00.000000064,122.877632,123.585083,122.380501,122.829826,79.230225,5394222
65,1970-01-01 00:00:00.000000065,122.40918,122.59082,121.606117,121.998085,78.693726,6283217
66,1970-01-01 00:00:00.000000066,122.25621,123.202675,121.52964,123.097511,79.402878,5423615
67,1970-01-01 00:00:00.000000067,122.915871,123.288719,122.60038,122.715103,79.156227,4175946
68,1970-01-01 00:00:00.000000068,122.619499,123.738052,122.217972,123.355644,79.569405,7132779
69,1970-01-01 00:00:00.000000069,124.024857,125.640533,123.766731,125.478012,80.938423,8938907
70,1970-01-01 00:00:00.000000070,124.789673,125.372849,124.46463,125.133842,80.716423,6720864
71,1970-01-01 00:00:00.000000071,124.933075,126.357552,124.521988,124.885277,80.556076,9985325
72,1970-01-01 00:00:00.000000072,124.646271,126.462715,124.646271,126.414917,81.542763,11875970
73,1970-01-01 00:00:00.000000073,123.518166,124.598473,122.619499,123.986618,79.976425,15916459
74,1970-01-01 00:00:00.000000074,124.158699,124.541107,122.848946,123.317398,79.544731,7906923
75,1970-01-01 00:00:00.000000075,122.982796,123.671127,122.151054,123.451241,79.631073,6295351
76,1970-01-01 00:00:00.000000076,123.403442,124.378586,123.049713,124.273422,80.161407,6482376
77,1970-01-01 00:00:00.000000077,124.053535,125.277245,123.843208,124.980881,80.617775,5528528
78,1970-01-01 00:00:00.000000078,124.187378,126.19503,123.049713,123.154877,79.439911,11418868
79,1970-01-01 00:00:00.000000079,123.709366,124.732315,123.355644,124.378586,80.229233,7449926
80,1970-01-01 00:00:00.000000080,124.808792,125.439774,124.426384,124.722755,80.451241,6053097
81,1970-01-01 00:00:00.000000081,124.694077,124.894836,123.173996,123.326958,79.550896,6554968
82,1970-01-01 00:00:00.000000082,123.699806,124.416824,123.135757,123.900574,79.920914,5221737
83,1970-01-01 00:00:00.000000083,123.221794,123.26004,121.003822,122.485657,79.008209,8666110
84,1970-01-01 00:00:00.000000084,121.52964,122.59082,121.290634,121.854683,78.601219,6352149
85,1970-01-01 00:00:00.000000085,120.736137,122.304016,110.898659,118.47036,76.809914,13774565
86,1970-01-01 00:00:00.000000086,117.93499,118.919693,114.722755,116.7304,75.681793,11071701
87,1970-01-01 00:00:00.000000087,120.717018,121.099426,119.560226,120.717018,78.266502,8853239
88,1970-01-01 00:00:00.000000088,119.703636,122.772469,119.646271,121.309753,78.650803,6797849
89,1970-01-01 00:00:00.000000089,121.567879,127.007645,121.424477,126.845123,82.23967,17391737
90,1970-01-01 00:00:00.000000090,125.172081,127.246651,125.095604,125.697899,81.495857,10980699
91,1970-01-01 00:00:00.000000091,125.296364,125.879539,123.718925,125.420647,81.316078,10376425
92,1970-01-01 00:00:00.000000092,124.933075,125.965584,123.040154,124.703636,80.851242,9333876
93,1970-01-01 00:00:00.000000093,125.487572,126.185471,124.187378,124.235184,80.547493,9759180
94,1970-01-01 00:00:00.000000094,123.680687,124.760994,122.198853,123.193115,79.87188,9068088
95,1970-01-01 00:00:00.000000095,121.625237,122.332695,118.240921,118.355644,76.735527,13782619
96,1970-01-01 00:00:00.000000096,116.787766,120.086044,116.061188,119.904396,77.739639,13220917
97,1970-01-01 00:00:00.000000097,119.751434,120.478012,118.585083,118.977058,77.138397,7184556
98,1970-01-01 00:00:00.000000098,116.128105,119.45507,116.128105,119.043976,77.181801,9931561
99,1970-01-01 00:00:00.000000099,119.397705,120.401527,117.59082,117.810707,76.382217,9501027
100,1970-01-01 00:00:00.000000100,119.550667,120.831741,119.282982,120.831741,78.340897,8081291
101,1970-01-01 00:00:00.000000101,120.420647,120.726578,118.824089,119.751434,77.64048,7763307
102,1970-01-01 00:00:00.000000102,119.206497,121.300194,118.738052,118.871895,77.070236,7463628
103,1970-01-01 00:00:00.000000103,119.359467,121.892921,118.881454,121.806885,78.973122,8059744
104,1970-01-01 00:00:00.000000104,122.131927,122.581261,120.898659,122.332695,79.314049,6950984
105,1970-01-01 00:00:00.000000105,120.812622,121.510513,119.187378,119.770554,77.65287,10113983
106,1970-01-01 00:00:00.000000106,120.047798,120.32505,118.671127,118.671127,76.940071,7271164
107,1970-01-01 00:00:00.000000107,118.79541,118.986618,117.418739,118.27916,76.685944,8785563
108,1970-01-01 00:00:00.000000108,119.340347,120.305923,118.145317,118.451241,76.797508,8154093
109,1970-01-01 00:00:00.000000109,120.449333,122.581261,120.267685,122.06501,79.140503,7823766
110,1970-01-01 00:00:00.000000110,121.156792,123.135757,120.879539,122.801147,79.61776,6087929
111,1970-01-01 00:00:00.000000111,122.848946,124.254303,122.839386,122.848946,79.64875,7063638
112,1970-01-01 00:00:00.000000112,123.26004,124.235184,122.724663,124.082214,80.448326,6958515
113,1970-01-01 00:00:00.000000113,122.695984,124.933075,122.695984,124.617592,80.795441,6695446
114,1970-01-01 00:00:00.000000114,124.349907,125.267685,124.149139,125.219887,81.185921,5827266
115,1970-01-01 00:00:00.000000115,125.258125,125.478012,124.407265,124.426384,80.671486,10022144
116,1970-01-01 00:00:00.000000116,125.640533,126.137665,124.493309,124.904396,80.981392,7173259
117,1970-01-01 00:00:00.000000117,124.636711,125.688339,123.393883,123.61377,80.1446,6307589
118,1970-01-01 00:00:00.000000118,123.565964,125.688339,123.413002,124.388145,80.646667,7171167
119,1970-01-01 00:00:00.000000119,123.871895,124.024857,122.084129,122.552582,79.456581,5821513
120,1970-01-01 00:00:00.000000120,122.695984,123.422562,121.52964,121.52964,78.793343,10899738
121,1970-01-01 00:00:00.000000121,122.036331,123.776291,121.625237,123.307838,79.946251,6626515
122,1970-01-01 00:00:00.000000122,121.749519,122.753349,118.661568,119.588913,77.53511,9807505
123,1970-01-01 00:00:00.000000123,119.340347,119.713196,117.59082,118.049713,76.53717,8386828
124,1970-01-01 00:00:00.000000124,118.116638,118.747612,116.261948,117.179733,75.973122,10190237
125,1970-01-01 00:00:00.000000125,117.868073,117.868073,115.305923,116.500954,75.533028,6751407
126,1970-01-01 00:00:00.000000126,118.145317,119.149139,116.797325,118.030594,76.524757,6640740
127,1970-01-01 00:00:00.000000127,118.040154,121.52964,118.040154,121.414917,78.718987,7416454
128,1970-01-01 00:00:00.000000128,121.768639,122.514343,121.166351,122.342255,79.320236,5689508
129,1970-01-01 00:00:00.000000129,122.275337,122.562141,121.692162,122.332695,79.314049,4077308
130,1970-01-01 00:00:00.000000130,121.768639,123.164436,121.567879,123.011475,79.754112,4400417
131,1970-01-01 00:00:00.000000131,123.298279,125.219887,123.030594,124.741875,80.876022,6995334
132,1970-01-01 00:00:00.000000132,123.632889,125.812622,123.4608,124.971321,81.024788,6911131
133,1970-01-01 00:00:00.000000133,124.158699,125.162521,123.852776,124.971321,81.024788,6471393
134,1970-01-01 00:00:00.000000134,124.244743,124.426384,122.227531,122.39962,79.35743,7325033
135,1970-01-01 00:00:00.000000135,123.011475,124.646271,122.724663,124.082214,80.448326,8774476
136,1970-01-01 00:00:00.000000136,117.562141,120.994263,117.523903,120.984703,78.440063,17088920
137,1970-01-01 00:00:00.000000137,120.879539,120.936905,119.13958,119.760994,77.646667,9011813
138,1970-01-01 00:00:00.000000138,120.764816,122.160614,120.506691,121.864243,79.010338,7226814
139,1970-01-01 00:00:00.000000139,121.701721,123.135757,121.414917,122.734222,79.574364,5311588
140,1970-01-01 00:00:00.000000140,122.543022,122.782028,121.548759,122.762909,79.592972,5412945
141,1970-01-01 00:00:00.000000141,123.116638,123.489487,122.265778,122.973228,79.729332,4862017
142,1970-01-01 00:00:00.000000142,123.011475,123.661568,122.25621,122.782028,79.605362,4444245
143,1970-01-01 00:00:00.000000143,123.384323,123.80497,121.548759,122.39006,79.351234,9407933
144,1970-01-01 00:00:00.000000144,121.826004,123.307838,121.453156,122.753349,79.586761,6297966
145,1970-01-01 00:00:00.000000145,123.565964,125.430206,123.565964,125.00956,81.049568,6733625
146,1970-01-01 00:00:00.000000146,124.311661,125.277245,123.642448,124.636711,80.807831,5326023
147,1970-01-01 00:00:00.000000147,124.722755,125.717018,124.13958,125.497131,81.365677,4777605
